doc_number;rating;text;summary_raw;review_raw;summary_tokens_length;rating_0
1018990;2;well, not, oh, wanted, alas, meant, please, understand, personal, mileage_may, vary, not, fit, well, regardless, tips, used, sony, buds, quieter;Well, not for me;"Oh how I wanted to like these.
But alas, it wasn't meant to be.
Please understand, it's personal.
Your mileage may vary.
They didn't fit well, regardless of which
tips I used, and my Sony buds are quieter.";2;1
249281;1;junk, many_reviewers, burned, purchase, not, come_close, fitting, gmc_truck, wiring_harness;Junk!;Like so many other reviewers, I got burned on this purchase. It doesn't come close to fitting my 2001 GMC truck wiring harness.;1;0
3258860;4;far, good, leaving, next, far, good, leaving, next, lease, ip_addresses, drop_connections, kind, feeling, product, not, appear, option, prevent, lease, expiration, not, deal_killer, cured, making, everything, static, disruptive, appears, devices, use, network, satelitte, boxes, wireless, tvs, computers, cell_phones, troublesome, component, nas, theatre_receiver, good, speeds, coverage, beyond_expectation, coming, old, fast, internet_connection, gigabit, world, device, covers, entire_house, several, dead_spots, cover, range_extenders, gets, rating, stars, vice, star, lease, instabilities;"So far so good but leaving me with a ""when will the next ...";"So far so good but leaving me with a ""when will the next lease on the IP addresses drop my connections"" kind of feeling.  The product doesn't appear to have an option of prevent lease expiration.  While that's that's not a deal killer and  can be cured by making everything static it shouldn't be as disruptive as it appears to be.  I have over 25 devices that use the network between satelitte boxes, wireless TVs, computers and cell phones the most troublesome component is my NAS and Theatre receiver.  To the good....the speeds and coverage is beyond expectation coming from an old ""fast"" internet connection into the Gigabit world.  The device covers my entire house which had several ""dead spots"" which I had to cover with range extenders.  That gets the rating to 4 stars vice 3.  One star off for the lease instabilities.";4;3
775065;4;really, good, camera, price, pay, great, camera, sony, inside, price_range, photos, beautiful, great, definition, colors, not, slow, sony, cameras, heard, considered, not, light, fast, problems, see, lcd_display, big, good, resolution, problem, showing, real, colors, brightness, image, take, good, time, learn, real, picture, look, based, lcd, taking_pictures, options, camera, still, not, learn, choose, problem, really, hard, focus, close, objects, faces, solid, objects, money, pay, camera, overall, excellent, camera;Really good camera for the price you pay;"This is a great camera by Sony, inside the price range you can get it. The photos are beautiful, with great definition and colors. It's not as slow as Sony cameras are heard to be considered, even when it's not light-fast.
the only problems I see on it is that the LCD display, even when it's big and have good resolution, has a problem showing the real colors and brightness of the image, you it will take you a good time to learn how your real picture will look based on the one on the LCD. I have been taking pictures with all of the options of the camera and I still couldn't learn which one to choose. the other problem is that it's really hard to focus on close objects, even faces or solid objects.
But, for the money you pay for this camera, it's overall an excellent camera.";5;3
6339140;4;versatile, case, drop, proof, easy, use, not, use, keyboard, often, props, easily, nice, color, stand, works, well, bit, large, fit, purse, might, want, different, case, travel;Versatile;This case is very drop proof and easy to use. I don't use the keyboard often but I like how it props up so easily. It's a nice color and the stand works very well. It's a bit large so it won't fit into a purse so you might want a different case for travel.;1;3
5925148;4;good, not, think, works, well, not, think, wanted, take, power, usb_port, television, not, wire, power_supply, not, anticipate, turn, tv, roku, powers, fast, takes, probably, ten_seconds, book, listen, stupid, roku, song, every_time, than, inability, silence, horrific, boot, song, great;Good, but one thing I didn't think of;Works well.  One thing I didn't think through -- I wanted this so I could take the power from the USB port on the television and not have the wire for the power supply.  What I didn't anticipate is that when you turn the TV on, the Roku powers up. It's very fast, but it takes probably ten seconds to book, and you get to listen to that stupid ROKU song every time.  Other than the inability to silence this horrific boot song, it's a great thing.;3;3
3460844;3;three_stars, ok;Three Stars;Was just ok!;1;2
6247770;4;uv_protection, expected, protects, lens, too, buy;UV protection;Does what I expected. Protects the lens too. Would buy again.;1;3
6052116;5;five_stars, great, hard_drive, runs, fast, heard, samsung, super, dependable, comes, ssd;Five Stars;Great hard drive, runs fast and I heard Samsung is super dependable when it comes to their ssd's;1;4
6159040;1;using, times, mount, broke, using, times, mount, broke, no_longer, fits, camera, professional_photographer, years, not, abuse, equipment, manufacture, issue, upset;After only using it about 10 times the mount broke ...;After only using it about 10 times the mount broke and it no longer fits on my camera. I have been a professional photographer for 28 years and do not abuse my equipment. This is a manufacture issue. Very upset. Y;4;0
1503235;4;works, great, skeptical, work, works_great, skeptical, work, evga_platinum, power_supply, flawlessly, reason, stars, absolutely_no, returns, tryed, nightmares, read, not, work, newer, powersupplys, lucky, ti, max_load, plenty, headroom, computer, monitor, plugged, battery, backup;Works great! I was skeptical if it would work with ...;Works great!  I was skeptical if  it would work with my evga p2 1200W platinum power supply and it does flawlessly.  The reason for 4 stars is because there are absolutely no returns.  Which I tryed to do because of nightmares I read that it doesn't work on newer powersupplys.  I got lucky . With a 980Ti and I7 6700k max load is 400W.  So there is plenty of headroom.  I have my computer and monitor plugged in the battery backup.;4;3
2753732;4;four_stars, good;Four Stars;That's good.;1;3
3452744;2;hoping, auto_focus, not, work, canon, lens, really, hoping, work, fits, mechanically, autofocus, function, not, work, lens, canon_ef, owned, used, years, canon_elan, iie, canon, no_issues, oh_well, looks, need, buy, new, lens, cover, range;Hoping, but auto focus does not work with a canon lens.;I was really hoping this would work. It fits mechanically, but the autofocus function does not work. The lens is a Canon EF 28-105 f3.5-4.5, that I've owned and used for years, on both my Canon Elan IIe, AND my Canon 40D, with no issues at all. Oh well, looks like I need to buy a new lens to cover this range.;6;1
